Demande Devis,Interest Level,Meeting Notes,Decision Level,Connait Marque,converted
False,Chaud,"Budget signé, commande probable d'ici 3 semaines, très motivé",Promoteur immobilier,False,1
True,Tiède,"Projet en cours de chiffrage, reviendra vers nous dans 2-3 mois",Chef d'agence négoce,False,1
False,Tiède,"Motivé par la qualité de nos produits, prêt à signer si prix compétitif",Responsable achats,True,1
False,Tiède,"Projet en cours de chiffrage, reviendra vers nous dans 2-3 mois",Promoteur immobilier,True,1
True,Tiède,"Trouve notre offre trop chère, un concurrent proposé 15% moins cher",Conducteur de travaux,False,0
False,Froid,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Architecte,True,0
True,Chaud,"Client actif, référencement en cours, commande test validée",Conducteur de travaux,True,1
True,Chaud,"Chef de projet enthousiaste, demande un chiffrage rapide pour validation",Chef d'agence négoce,False,1
True,Chaud,"Partenaire potentiel, budget alloué, premier achat prévu ce trimestre",Promoteur immobilier,True,1
False,Froid,"Sensible au rapport qualité/prix, attend un geste commercial pour avancer",Chef d'agence négoce,True,0
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Conducteur de travaux,True,0
False,Froid,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Architecte,False,0
False,Froid,"Mauvaise expérience avec une marque similaire, méfiant envers le secteur",Chef d'agence négoce,False,0
True,Chaud,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Promoteur immobilier,False,1
False,Chaud,"Besoin de 500m² pour chantier en mars, demande de devis immédiat",Conducteur de travaux,False,1
True,Tiède,"Réunion productive, a partagé les specs du projet mais rien de signé",Responsable achats,True,0
False,Tiède,"Bonne réunion, ouvert à une proposition, dépend du budget annuel",Responsable achats,True,0
False,Froid,"Pas de décision possible sans accord groupe, cycle très long",Conducteur de travaux,True,0
False,Froid,"Partenaire potentiel, budget alloué, premier achat prévu ce trimestre",Chef d'agence négoce,True,1
False,Chaud,"A évoqué Saint-Gobain comme référence, veut des arguments différenciants",Promoteur immobilier,True,1
False,Tiède,"Veut diversifier ses fournisseurs, budget alloué, premier essai en vue",Responsable achats,True,1
False,Froid,"Convoqué par son N+1, pas décideur, ne peut rien valider",Promoteur immobilier,False,1
False,Tiède,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Promoteur immobilier,True,0
False,Froid,Demande de documentation mais pas de projet concret à court terme,Responsable achats,True,0
False,Froid,"Réunion de politesse, pas de projet en vue, ne veut pas changer ses habitudes",Architecte,True,0
False,Froid,"Marché en pause, gel des investissements jusqu'à l'an prochain",Architecte,False,1
False,Tiède,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Chef d'agence négoce,True,0
False,Chaud,"Commande test de 50 unités envisagée, veut valider la qualité avant volume",Chef d'agence négoce,False,1
True,Chaud,"Enthousiaste, a posé des questions très précises sur les délais de livraison",Promoteur immobilier,True,1
False,Froid,"Très attaché à son fournisseur actuel, pas ouvert à un changement",Conducteur de travaux,False,0
False,Froid,"Projet en stand-by, décision reportée, pas d'urgence",Responsable achats,True,0
False,Tiède,"Client actif, référencement en cours, commande test validée",Architecte,False,1
True,Froid,"Besoin urgent avant fin novembre, veut avancer rapidement, pas de concurrent mentionné",Architecte,False,1
False,Chaud,"Skeptique sur la performance, veut voir des résultats de tests d'abord",Conducteur de travaux,True,0
False,Froid,"Réunion téléphonique expéditive, à peine 15 minutes, pas de signal positif",Conducteur de travaux,False,1
True,Tiède,"Intéressé mais attend validation de son responsable, pas de date fixée",Responsable achats,True,1
False,Tiède,"Deadline fin du mois, project manager sur place, décision rapide attendue",Conducteur de travaux,True,0
False,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Responsable achats,False,1
True,Tiède,Demande de documentation mais pas de projet concret à court terme,Responsable achats,True,0
True,Tiède,"Budget approuvé, souhaite un rendez-vous pour finaliser la commande",Conducteur de travaux,False,1
False,Chaud,"Chantier démarré en juin, veut sécuriser les approvisionnements maintenant",Architecte,False,1
True,Chaud,"Client actif, référencement en cours, commande test validée",Conducteur de travaux,True,1
False,Chaud,"Commande test de 50 unités envisagée, veut valider la qualité avant volume",Promoteur immobilier,False,0
True,Chaud,"Réunion de 90 min, très impliqué, a demandé une visite chantier",Chef d'agence négoce,False,0
False,Tiède,"A visité notre showroom, commande test envisagée dès la semaine prochaine",Conducteur de travaux,False,1
True,Chaud,"A demandé un rendez-vous de suivi dans 1 mois, pas de décision avant",Promoteur immobilier,True,1
True,Tiède,"A posé des questions techniques, compare plusieurs fournisseurs, pas pressé",Architecte,False,0
True,Chaud,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Conducteur de travaux,True,0
False,Froid,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Promoteur immobilier,True,1
False,Tiède,"Projet validé par la direction, attend notre offre technique et commerciale",Architecte,False,1
False,Froid,Demande de documentation mais pas de projet concret à court terme,Architecte,True,0
False,Froid,"Besoin de un lot complet pour chantier en novembre, demande de devis immédiat",Conducteur de travaux,True,1
True,Chaud,"Référencement en cours, premier chantier prévu en juin, volume moyenne importance",Responsable achats,True,1
True,Chaud,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Promoteur immobilier,False,1
False,Chaud,"Besoin urgent avant fin mars, veut avancer rapidement, pas de concurrent mentionné",Chef d'agence négoce,False,0
False,Tiède,"Veut comparer avec 2 autres fournisseurs avant de décider, à relancer dans 6 semaines",Promoteur immobilier,True,1
False,Froid,"Pas sensible à nos arguments, resté sur ses positions tout au long de l'entretien",Responsable achats,False,0
False,Froid,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Architecte,False,0
False,Froid,Pas de décision avant le prochain comité de direction en avril,Architecte,True,0
False,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Chef d'agence négoce,False,1
False,Froid,"Concurrent bien installé avec un contrat cadre, difficile de rentrer",Conducteur de travaux,True,1
False,Froid,"Satisfait de son fournisseur actuel, pas motivé pour changer",Conducteur de travaux,False,0
True,Chaud,"Projet confirmé pour Q1, budget validé en interne, très intéressé par nos produits",Responsable achats,False,1
False,Tiède,"A visité notre showroom, commande test envisagée dès la semaine prochaine",Chef d'agence négoce,True,0
False,Froid,"Projet à confirmer, dépend d'un appel d'offres en cours",Chef d'agence négoce,True,0
False,Tiède,"Réunion courte mais positive, a promis de transmettre nos docs à son équipe",Responsable achats,True,0
False,Froid,"N'a pas pris de notes, pas de questions, clairement pas intéressé",Architecte,False,0
True,Chaud,Trop petit volume pour justifier un changement de fournisseur selon lui,Architecte,False,0
False,Froid,"Réticent au changement, processus interne trop lourd selon lui",Promoteur immobilier,False,0
False,Froid,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Conducteur de travaux,False,0
False,Froid,"Intéressé mais le timing ne convient pas, reviendra peut-être plus tard",Architecte,False,0
False,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Responsable achats,True,0
True,Chaud,"Projet résidentiel 80 unités, budget confirmé, veut nos conditions tarifaires",Conducteur de travaux,True,1
True,Chaud,"Projet signé avec le maître d'ouvrage, prescrit nos produits dans les plans",Conducteur de travaux,True,1
False,Froid,"Chantier annulé, plus de besoin pour le moment",Architecte,True,0
True,Chaud,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Chef d'agence négoce,False,1
True,Chaud,"Réunion de 90 min, très impliqué, a demandé une visite chantier",Responsable achats,True,1
False,Froid,"Satisfait de son fournisseur actuel, pas motivé pour changer",Architecte,False,0
False,Froid,"Intéressé mais prix au-dessus de son budget initial, cherche à négocier",Conducteur de travaux,True,0
True,Tiède,"Chantier prévu en avril, budget ok, compare encore avec Rockwool",Promoteur immobilier,True,0
True,Chaud,"Chantier prévu avril, budget ok, compare encore avec Saint-Gobain",Architecte,True,1
True,Chaud,"Projet un lot complet confirmé, budget débloqué, veut démarrer rapidement",Chef d'agence négoce,False,1
False,Chaud,"Chantier imminent, a demandé les fiches techniques, budget débloqué",Promoteur immobilier,False,1
False,Chaud,"Satisfait de son fournisseur actuel, pas motivé pour changer",Chef d'agence négoce,True,0
False,Tiède,"A comparé avec Isover, leur offre est plus compétitive",Chef d'agence négoce,False,0
True,Chaud,"Intéressé par le produit, mais son cycle d'achat est long",Conducteur de travaux,False,0
True,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Conducteur de travaux,True,1
False,Froid,"Sous contrat cadre avec un concurrent, difficile de rentrer à court terme",Chef d'agence négoce,True,0
True,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Chef d'agence négoce,True,1
True,Chaud,"A déjà travaillé avec nos produits, satisfait, nouvelle commande à venir",Conducteur de travaux,False,1
False,Froid,"Réunion de politesse, pas de projet en vue, ne veut pas changer ses habitudes",Chef d'agence négoce,False,0
True,Chaud,"Volume important prévu sur l'année, demande tarifs et conditions",Conducteur de travaux,False,1
False,Tiède,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Promoteur immobilier,False,0
True,Chaud,"Chef de projet enthousiaste, demande un chiffrage rapide pour validation",Conducteur de travaux,True,1
False,Froid,"Chantier prévu en novembre, budget ok, compare encore avec un concurrent",Architecte,True,0
True,Chaud,"Référencement en cours, premier chantier prévu en mars, volume un lot complet",Promoteur immobilier,False,1
True,Tiède,"Très satisfait de la présentation, a partagé nos docs avec son associé",Responsable achats,False,1
False,Froid,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Responsable achats,False,0
False,Froid,"Intéressé par le produit, mais son cycle d'achat est long",Conducteur de travaux,False,1
True,Chaud,"Réunion très engagée, a pris des notes, veut une offre ferme cette semaine",Conducteur de travaux,True,1
False,Froid,"Projet en attente de financement, aucune date de réalisation prévue",Promoteur immobilier,True,0
True,Chaud,"Chantier de 200 logements en cours, cherche un fournisseur fiable rapidement",Architecte,False,1
True,Tiède,"Projet en stand-by, décision reportée, pas d'urgence",Responsable achats,False,0
False,Froid,"A demandé des échantillons, projet probable mais délai incertain",Promoteur immobilier,False,0
True,Tiède,"Pas de budget disponible cette année, peut-être l'année prochaine",Promoteur immobilier,False,0
False,Froid,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Responsable achats,False,0
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Responsable achats,False,0
False,Tiède,"Bon contact mais la marge est serrée, veut une remise supplémentaire",Chef d'agence négoce,False,0
False,Chaud,"Chantier un lot complet à venir, souhaite un partenariat durable avec nous",Architecte,True,1
True,Chaud,"Budget signé, commande probable d'ici 3 semaines, très motivé",Chef d'agence négoce,True,1
False,Froid,"Curieux, pose de bonnes questions, mais pas encore en phase de décision",Conducteur de travaux,False,0
